customer_id,region,channel,membership,category_pref,device,tenure_months,visits_month,purchases_90d,aov_clp,total_spend_90d_clp,return_count_90d,rating_avg,days_since_last_purchase,repurchase_30d
623,RM,Organic,Sí,Tecnología,Mobile,24,25,0,,0,0,3.9,182,0
624,Valparaíso,Ads,Sí,Moda,Desktop,19,34,1,31693.0,18383,0,4.1,45,1
625,Valparaíso,Ads,No,Tecnología,Desktop,16,17,0,,0,0,4.4,72,0
626,RM,Ads,Sí,Tecnología,Mobile,28,33,3,87120.0,261048,0,4.1,11,0
627,Valparaíso,Ads,No,Tecnología,Desktop,8,26,0,,0,0,4.4,194,0
628,Biobío,Organic,No,Belleza,Mobile,10,26,0,,11858,0,4.2,134,0
629,RM,Referral,No,Deportes,Mobile,8,14,1,40893.0,55145,0,4.7,25,0
630,RM,Email,No,Tecnología,Mobile,19,14,1,59368.0,67632,0,3.9,43,0
631,Biobío,Email,Sí,Deportes,Mobile,7,19,0,,3135,0,,240,0
632,Araucanía,Email,No,Moda,Desktop,11,18,3,26066.0,80805,0,4.5,77,0
633,Valparaíso,Referral,No,Belleza,Mobile,11,5,0,,4252,0,4.3,208,0
634,Valparaíso,Ads,No,Hogar,Mobile,15,64,1,27644.0,28333,0,4.0,4,0
635,RM,Organic,No,Moda,Mobile,3,11,0,,1456,0,3.9,109,0
636,RM,Ads,No,Tecnología,Desktop,19,35,0,,0,0,3.4,74,0
637,Valparaíso,Ads,No,Hogar,Mobile,30,18,0,,929,0,4.0,56,0
638,RM,Ads,Sí,Belleza,Desktop,19,32,1,34099.0,38088,0,3.9,81,0
639,RM,Ads,No,Moda,Desktop,33,44,1,22187.0,24893,0,3.9,70,0
640,RM,Organic,No,Tecnología,Mobile,31,22,2,72608.0,154400,0,4.1,5,1
641,RM,Organic,No,Tecnología,Mobile,26,39,1,66144.0,77899,0,3.6,44,0
642,RM,Referral,Sí,Moda,Desktop,19,35,1,30830.0,26627,0,3.9,15,0
643,RM,Ads,No,Moda,Mobile,18,11,0,,0,0,4.2,79,1
644,RM,Ads,No,Hogar,Desktop,26,28,1,29947.0,39993,0,3.7,6,0
645,RM,Organic,No,Belleza,Mobile,14,20,1,30776.0,36098,0,4.1,3,1
646,Araucanía,Organic,No,Tecnología,Mobile,0,10,0,,0,0,,336,0
647,Valparaíso,Email,No,Hogar,Desktop,23,30,2,37115.0,72442,0,4.3,40,1
648,Biobío,Ads,Sí,Belleza,Desktop,7,17,0,,0,0,,108,0
649,Araucanía,Email,No,Hogar,Desktop,8,28,2,33623.0,69412,0,4.5,2,1
650,Valparaíso,Ads,No,Tecnología,Mobile,18,31,0,,11493,0,,71,0
651,RM,Ads,Sí,Moda,Desktop,17,25,0,,0,0,,89,0
652,Valparaíso,Organic,No,Deportes,Desktop,4,11,0,,2341,0,,54,0
653,Valparaíso,Ads,No,Tecnología,Desktop,20,25,2,47479.0,97005,0,4.1,27,0
654,Biobío,Ads,No,Belleza,Mobile,28,7,0,,0,0,4.3,46,0
655,RM,Ads,No,Deportes,Mobile,7,15,2,32044.0,84126,0,4.1,15,0
656,RM,Ads,No,Tecnología,Desktop,31,19,0,,1676,0,4.7,159,0
657,RM,Referral,No,Moda,Mobile,2,18,0,,9252,0,,102,0
658,RM,Organic,Sí,Hogar,Mobile,39,14,0,,0,0,4.3,37,0
659,Biobío,Email,Sí,Hogar,Mobile,14,20,1,24102.0,39519,0,4.5,4,0
660,Valparaíso,Organic,No,Deportes,Mobile,19,23,1,36172.0,33352,0,3.6,7,0
661,RM,Ads,No,Belleza,Mobile,0,11,1,24242.0,55108,0,4.2,40,0
662,Los Lagos,Organic,No,Tecnología,Mobile,17,13,1,39998.0,-28619,0,3.7,9,0
663,Valparaíso,Organic,Sí,Hogar,Desktop,20,14,1,37362.0,27533,0,4.2,5,0
664,RM,Ads,No,Hogar,Mobile,17,18,2,37861.0,69534,0,3.9,73,1
665,RM,Organic,No,Hogar,Mobile,12,15,0,,0,0,3.9,72,0
666,RM,Ads,Sí,Hogar,Mobile,9,15,1,41383.0,47867,0,4.0,13,0
667,RM,Referral,Sí,Tecnología,Mobile,29,11,2,56404.0,114240,0,4.1,16,0
668,RM,Organic,Sí,Moda,Mobile,18,39,2,30509.0,65108,0,4.0,19,0
669,RM,Email,No,Hogar,Mobile,33,11,1,33400.0,36840,0,4.3,14,0
670,RM,Organic,Sí,Tecnología,Mobile,13,29,1,63953.0,61992,0,4.2,83,0
671,RM,Ads,Sí,Deportes,Desktop,14,18,0,,0,0,4.2,222,0
672,Araucanía,Organic,No,Deportes,Mobile,26,36,1,30033.0,17942,0,4.2,14,0
673,RM,Organic,No,Hogar,Mobile,2,5,0,,0,0,,122,0
674,Valparaíso,Organic,No,Tecnología,Mobile,6,31,1,47255.0,38519,0,3.7,22,0
675,RM,Organic,Sí,Moda,Mobile,29,24,2,30314.0,74175,0,4.2,0,1
676,Los Lagos,Organic,No,Tecnología,Desktop,6,24,0,,0,0,,220,0
677,RM,Ads,No,Tecnología,Desktop,0,40,0,,11825,0,,124,0
678,RM,Email,No,Deportes,Mobile,37,19,1,47627.0,39193,0,3.8,40,0
679,Los Lagos,Email,Sí,Tecnología,Mobile,4,49,2,60159.0,109477,0,3.8,49,0
680,Araucanía,Ads,No,Tecnología,Mobile,20,38,1,46521.0,49894,0,4.2,59,1
681,Araucanía,Organic,No,Tecnología,Mobile,19,24,0,,10138,0,4.0,95,0
682,RM,Organic,No,Tecnología,Desktop,0,30,0,,0,0,4.0,212,0
683,RM,Organic,Sí,Tecnología,Mobile,15,24,0,,0,0,3.6,38,1
684,Biobío,Organic,No,Belleza,Desktop,22,9,1,30086.0,39583,0,4.1,55,0
685,Los Lagos,Ads,No,Tecnología,Mobile,22,57,1,49642.0,56929,1,4.0,21,0
686,Valparaíso,Ads,Sí,Tecnología,Mobile,27,29,1,72945.0,60586,0,4.3,4,0
687,Valparaíso,Organic,No,Tecnología,Mobile,14,20,3,51612.0,153197,0,4.6,38,1
688,RM,Organic,Sí,Belleza,Mobile,25,13,1,27526.0,14654,0,4.0,12,0
689,Biobío,Email,No,Moda,Desktop,11,35,0,,2993,0,4.3,84,0
690,RM,Email,No,Hogar,Mobile,4,20,1,30915.0,32240,0,4.2,20,1
691,RM,Organic,No,Belleza,Desktop,5,23,1,20196.0,24717,0,4.3,7,0
692,RM,Referral,No,Hogar,Mobile,3,24,1,35649.0,28008,0,4.0,103,1
693,Valparaíso,Referral,Sí,Hogar,Desktop,28,13,1,42306.0,36714,0,4.5,14,0
694,RM,Organic,No,Tecnología,Mobile,3,34,1,63042.0,70950,0,3.8,28,0
695,RM,Organic,Sí,Hogar,Desktop,21,29,0,,8248,0,,130,0
696,Valparaíso,Ads,No,Hogar,Desktop,15,5,0,,13378,0,4.0,114,0
697,RM,Referral,No,Moda,Desktop,17,30,1,32413.0,43782,0,4.0,14,0
698,Valparaíso,Email,No,Tecnología,Mobile,32,16,1,58546.0,45356,0,4.2,4,0
699,RM,Organic,Sí,Moda,Desktop,14,17,0,,9793,0,4.3,49,0
700,Valparaíso,Organic,No,Tecnología,Mobile,24,5,0,,0,0,,102,0
701,Valparaíso,Ads,No,Tecnología,Mobile,18,13,2,60908.0,127636,0,4.6,5,1
702,RM,Ads,No,Hogar,Mobile,16,14,0,,0,0,,125,0
703,RM,Organic,No,Belleza,Mobile,41,32,0,,0,0,,222,0
704,RM,Email,No,Hogar,Desktop,4,12,1,25487.0,23209,0,3.7,25,0
705,RM,Ads,Sí,Moda,Mobile,31,17,0,,517,0,4.2,163,0
706,Los Lagos,Email,No,Tecnología,Mobile,25,23,0,,2321,0,4.1,199,0
707,RM,Email,Sí,Tecnología,Mobile,13,39,2,101639.0,211068,1,3.7,46,1
708,Araucanía,Ads,No,Tecnología,Mobile,34,19,0,,0,0,,66,1
709,RM,Ads,No,Hogar,Mobile,0,47,1,26530.0,17532,0,4.1,55,0
710,Biobío,Ads,Sí,Tecnología,Mobile,13,34,3,45605.0,123778,0,4.5,89,1
711,Biobío,Organic,No,Tecnología,Mobile,6,35,0,,0,0,4.3,68,0
712,Valparaíso,Ads,Sí,Deportes,Mobile,22,32,2,31476.0,55955,0,3.8,0,1
713,Valparaíso,Organic,No,Tecnología,Desktop,7,21,0,,0,0,4.5,87,0
714,RM,Ads,Sí,Moda,Desktop,22,23,0,,197,0,,114,0
715,RM,Organic,No,Hogar,Desktop,16,40,2,30189.0,46116,0,3.9,0,0
716,Los Lagos,Organic,No,Hogar,Mobile,13,36,0,,0,0,4.3,104,0
717,Araucanía,Organic,No,Moda,Mobile,22,41,2,26996.0,56894,0,4.4,62,0
718,Los Lagos,Organic,No,Hogar,Mobile,15,17,0,,550,0,3.9,59,0
719,RM,Ads,No,Tecnología,Mobile,7,20,0,,0,0,4.1,245,0
720,Biobío,Ads,No,Deportes,Mobile,46,31,1,33521.0,33236,0,4.4,6,0
721,Los Lagos,Ads,No,Belleza,Mobile,13,13,0,,0,0,,231,0
722,RM,Organic,No,Tecnología,Mobile,0,17,0,,0,0,3.1,32,0
723,RM,Organic,Sí,Tecnología,Mobile,10,8,1,60283.0,50962,0,4.4,1,0
724,Biobío,Organic,No,Belleza,Desktop,5,20,0,,21498,0,4.4,365,0
725,Valparaíso,Organic,No,Hogar,Mobile,26,24,0,,5029,0,3.5,105,0
726,Araucanía,Email,No,Moda,Mobile,21,35,1,22760.0,31411,0,4.1,53,1
727,RM,Organic,No,Hogar,Mobile,22,27,0,,4830,0,,122,0
728,Araucanía,Organic,No,Tecnología,Mobile,14,29,0,,11144,0,,57,0
729,RM,Organic,No,Moda,Mobile,15,44,2,31449.0,67484,1,3.3,11,0
730,RM,Organic,Sí,Moda,Mobile,14,18,1,31372.0,14533,0,3.8,0,1
731,RM,Ads,Sí,Tecnología,Mobile,17,21,0,,0,0,,46,0
732,Araucanía,Ads,No,Hogar,Desktop,26,20,2,28152.0,58195,0,4.1,96,0
733,Biobío,Organic,No,Deportes,Desktop,21,8,0,,1672,0,4.6,183,0
734,Valparaíso,Organic,No,Moda,Mobile,23,21,0,,1051,0,4.3,61,1
735,RM,Organic,No,Tecnología,Mobile,23,9,0,,0,0,3.8,175,0
736,Araucanía,Organic,Sí,Moda,Mobile,27,16,0,,0,0,,49,1
737,RM,Organic,No,Moda,Desktop,21,5,0,,1980,0,4.7,48,0
738,Araucanía,Referral,No,Deportes,Mobile,22,20,0,,290,0,4.1,147,0
739,RM,Ads,No,Moda,Mobile,30,12,0,,6204,0,4.2,62,0
740,RM,Ads,No,Tecnología,Mobile,11,26,1,61739.0,53141,0,4.4,6,0
741,Valparaíso,Organic,Sí,Moda,Mobile,9,27,2,25524.0,54935,0,4.2,0,0
742,RM,Ads,No,Moda,Desktop,6,18,1,34741.0,30157,0,3.4,14,0
743,Biobío,Ads,Sí,Tecnología,Mobile,20,37,0,,0,0,4.4,97,0
744,Valparaíso,Ads,Sí,Hogar,Mobile,0,36,0,,0,0,4.5,54,1
745,RM,Ads,No,Hogar,Mobile,23,37,1,26644.0,12792,0,4.6,3,0
746,Araucanía,Organic,Sí,Moda,Mobile,17,17,0,,1017,0,,114,0
747,RM,Ads,No,Tecnología,Desktop,29,14,0,,10062,0,3.7,127,0
748,Valparaíso,Organic,Sí,Moda,Desktop,11,31,1,33929.0,24200,0,4.0,8,1
749,Los Lagos,Email,Sí,Belleza,Mobile,16,27,1,35503.0,50365,0,4.2,14,1
750,Valparaíso,Ads,Sí,Deportes,Mobile,29,26,2,39671.0,74162,1,4.3,0,0
751,RM,Ads,No,Belleza,Mobile,32,39,1,27529.0,32241,0,3.7,57,0
752,Los Lagos,Organic,Sí,Belleza,Mobile,11,13,2,18808.0,27031,0,4.6,4,0
753,Valparaíso,Ads,No,Tecnología,Mobile,20,32,2,51831.0,120935,0,4.4,45,0
754,RM,Organic,Sí,Moda,Mobile,21,30,0,,0,0,4.6,118,0
755,RM,Organic,Sí,Hogar,Mobile,22,29,1,30273.0,31930,0,4.1,21,1
756,Araucanía,Organic,No,Deportes,Mobile,15,30,1,37656.0,33368,0,3.3,34,0
757,Valparaíso,Ads,No,Tecnología,Mobile,31,17,1,35509.0,35110,0,4.7,0,0
758,Valparaíso,Organic,No,Belleza,Desktop,0,8,0,,897,0,,214,0
759,Araucanía,Organic,No,Moda,Mobile,14,12,0,,0,0,4.4,61,0
760,Araucanía,Email,No,Deportes,Mobile,22,11,0,,0,0,,161,0
761,RM,Organic,Sí,Tecnología,Mobile,23,9,0,,0,0,,68,0
762,RM,Ads,Sí,Tecnología,Mobile,32,27,3,78734.0,235652,0,4.2,34,0
763,RM,Organic,Sí,Deportes,Mobile,30,21,0,,2591,0,4.3,50,0
764,Biobío,Organic,No,Tecnología,Mobile,15,15,0,,3876,0,4.2,145,0
765,RM,Email,Sí,Deportes,Desktop,31,19,0,,6488,0,4.4,46,0
766,Valparaíso,Organic,Sí,Tecnología,Mobile,11,23,2,57713.0,119919,0,3.8,6,1
767,Biobío,Ads,No,Moda,Mobile,27,40,1,33692.0,34750,0,4.8,81,0
768,Araucanía,Ads,No,Hogar,Mobile,36,10,1,33274.0,31222,0,4.1,0,0
769,RM,Ads,No,Moda,Mobile,30,49,2,21185.0,30107,0,4.3,162,0
770,Araucanía,Ads,Sí,Moda,Mobile,19,27,2,29458.0,60159,0,4.8,0,0
771,RM,Organic,No,Hogar,Mobile,15,13,0,,8756,0,4.1,34,0
772,Araucanía,Organic,Sí,Tecnología,Mobile,3,20,0,,0,0,,84,0
773,RM,Ads,No,Tecnología,Mobile,21,12,0,,0,0,,183,0
774,RM,Ads,Sí,Moda,Mobile,7,15,1,33290.0,43733,0,4.1,24,0
775,Araucanía,Email,No,Moda,Mobile,10,9,0,,13060,0,4.2,35,0
776,RM,Email,No,Deportes,Mobile,6,17,1,33573.0,26894,0,4.3,1,0
777,RM,Email,No,Hogar,Mobile,13,15,1,40155.0,60567,0,4.5,0,0
778,Biobío,Ads,No,Hogar,Desktop,18,28,1,22194.0,25534,0,3.6,8,1
779,Biobío,Organic,Sí,Hogar,Desktop,21,19,0,,7388,0,,122,0
780,Biobío,Email,No,Tecnología,Mobile,12,11,0,,0,0,,111,0
781,Biobío,Ads,No,Hogar,Desktop,29,53,2,25419.0,52902,0,4.3,47,0
782,Valparaíso,Organic,No,Belleza,Mobile,16,10,0,,3407,0,,94,0
783,RM,Email,No,Belleza,Desktop,10,10,1,24604.0,17408,0,4.0,0,0
784,RM,Email,No,Hogar,Mobile,20,29,1,32540.0,45768,0,4.4,26,0
785,RM,Ads,No,Moda,Desktop,38,30,3,33695.0,100772,0,3.8,54,0
786,Los Lagos,Organic,Sí,Deportes,Mobile,21,22,2,45268.0,86535,0,3.8,76,0
787,Valparaíso,Organic,No,Hogar,Mobile,14,27,1,39682.0,30412,0,4.3,26,0
788,RM,Email,Sí,Tecnología,Mobile,3,24,2,59544.0,123587,0,4.4,8,1
789,Valparaíso,Referral,Sí,Tecnología,Mobile,16,18,0,,2047,0,4.3,260,0
790,Los Lagos,Organic,No,Hogar,Mobile,20,24,0,,0,0,3.9,298,0
791,RM,Organic,No,Belleza,Desktop,14,17,1,19773.0,20893,0,3.6,10,0
792,Valparaíso,Email,No,Moda,Mobile,1,4,0,,3903,0,4.4,108,0
793,Valparaíso,Organic,Sí,Tecnología,Desktop,9,32,1,58704.0,55545,0,5.0,31,1
794,Valparaíso,Ads,Sí,Tecnología,Mobile,33,27,0,,2988,0,,50,0
795,RM,Referral,No,Deportes,Mobile,32,37,2,44485.0,89007,0,4.5,25,1
796,Araucanía,Organic,Sí,Deportes,Mobile,9,35,1,40656.0,38899,0,4.2,50,0
797,Los Lagos,Ads,No,Moda,Mobile,25,23,1,24471.0,16791,0,4.2,10,0
798,Valparaíso,Organic,Sí,Moda,Mobile,6,19,1,32643.0,34235,0,4.2,22,0
799,Biobío,Organic,Sí,Tecnología,Desktop,32,26,1,54792.0,38200,0,5.0,0,1
800,Los Lagos,Email,No,Deportes,Mobile,20,9,0,,11505,0,,124,0
801,Biobío,Ads,No,Deportes,Mobile,27,18,0,,9498,0,,98,0
802,RM,Referral,No,Tecnología,Desktop,1,39,3,60716.0,448389,0,4.1,43,1
803,Valparaíso,Ads,No,Moda,Mobile,25,49,2,25545.0,39579,0,4.3,42,1
804,Valparaíso,Organic,Sí,Tecnología,Desktop,18,38,2,49273.0,107900,1,4.6,31,0
805,RM,Organic,No,Tecnología,Desktop,27,18,0,,0,0,,112,0
806,Biobío,Organic,No,Tecnología,Mobile,27,6,0,,479,0,,134,0
807,Los Lagos,Organic,No,Tecnología,Mobile,19,16,0,,191,0,3.9,89,0
808,Los Lagos,Organic,Sí,Hogar,Mobile,12,37,2,38747.0,66981,0,4.4,53,0
809,Valparaíso,Organic,No,Hogar,Desktop,26,27,0,,6284,0,3.9,80,0
810,RM,Ads,No,Hogar,Mobile,17,16,1,27422.0,31013,0,4.2,58,0
811,Los Lagos,Ads,No,Hogar,Mobile,9,17,1,35450.0,35600,0,4.0,20,0
812,Araucanía,Ads,Sí,Tecnología,Desktop,9,30,1,51691.0,33540,0,3.9,34,0
813,RM,Ads,Sí,Tecnología,Mobile,3,22,2,57739.0,119508,0,4.8,12,1
814,Los Lagos,Organic,No,Moda,Desktop,13,16,0,,3026,0,3.8,41,0
815,Araucanía,Organic,No,Hogar,Mobile,29,16,0,,0,0,,62,1
816,Valparaíso,Ads,No,Tecnología,Mobile,20,36,0,,7722,0,3.5,32,0
817,Valparaíso,Ads,No,Deportes,Desktop,13,13,1,42790.0,51822,0,4.0,6,0
818,RM,Organic,No,Deportes,Mobile,26,14,1,44365.0,47050,0,4.3,43,0
819,RM,Email,Sí,Deportes,Mobile,10,22,2,48827.0,85557,0,3.9,8,0
820,RM,Email,No,Hogar,Mobile,19,19,1,30860.0,20737,0,3.5,9,1
821,Araucanía,Ads,Sí,Tecnología,Mobile,16,25,0,,0,0,,33,0
822,RM,Organic,No,Moda,Mobile,26,16,0,,0,0,4.0,54,0
823,RM,Email,Sí,Tecnología,Desktop,2,14,0,,6732,0,4.2,99,0
824,RM,Ads,Sí,Hogar,Mobile,9,29,2,37521.0,77677,0,4.8,86,0
825,Valparaíso,Email,No,Tecnología,Mobile,2,24,3,53737.0,159885,0,4.2,0,0
826,Los Lagos,Email,No,Deportes,Mobile,15,19,0,,5032,0,4.2,304,0
827,RM,Email,No,Tecnología,Mobile,30,9,1,59971.0,53767,0,4.2,10,0
828,RM,Ads,No,Belleza,Desktop,13,15,0,,5015,0,4.2,80,0
829,Biobío,Organic,No,Deportes,Desktop,13,17,0,,1822,0,3.9,140,0
830,Valparaíso,Ads,No,Hogar,Mobile,27,16,0,,4186,0,3.8,52,0
831,RM,Ads,Sí,Deportes,Mobile,29,29,2,43204.0,93179,0,5.0,7,1
832,Valparaíso,Ads,No,Moda,Mobile,17,15,0,,0,0,,35,0
833,RM,Organic,Sí,Deportes,Mobile,25,31,3,28138.0,68486,0,4.3,24,0
834,RM,Organic,No,Hogar,Mobile,7,44,1,31059.0,25787,1,4.0,6,0
835,Valparaíso,Email,Sí,Deportes,Mobile,32,35,0,,6253,0,4.0,182,0
836,RM,Ads,No,Hogar,Desktop,39,12,0,,0,0,,84,0
837,Los Lagos,Referral,Sí,Belleza,Mobile,23,32,3,26488.0,74149,0,3.8,101,1
838,RM,Email,No,Hogar,Desktop,0,27,1,38336.0,38834,0,4.4,11,0
839,Valparaíso,Ads,No,Hogar,Mobile,12,25,1,35095.0,43842,0,4.0,64,0
840,Biobío,Ads,No,Deportes,Mobile,24,20,0,,3664,0,4.5,251,0
841,RM,Email,No,Deportes,Desktop,14,16,1,41188.0,55115,0,4.3,7,0
842,Biobío,Ads,No,Moda,Mobile,31,17,1,26616.0,29828,0,4.2,6,0
843,RM,Ads,No,Tecnología,Desktop,24,17,0,,2903,0,,103,0
844,Los Lagos,Organic,No,Hogar,Mobile,11,9,1,41042.0,39172,0,4.1,115,0
845,RM,Ads,Sí,Belleza,Mobile,18,22,0,,0,0,4.5,212,0
846,RM,Ads,No,Deportes,Desktop,9,14,0,,1178,0,4.1,281,0
847,RM,Organic,No,Deportes,Mobile,16,9,0,,332,0,,135,0
848,Los Lagos,Organic,Sí,Tecnología,Desktop,12,43,4,64828.0,264619,0,4.6,10,1
849,Valparaíso,Organic,No,Hogar,Desktop,30,17,0,,2439,0,4.4,306,0
850,Valparaíso,Organic,No,Moda,Mobile,39,12,0,,2154,0,3.6,285,0
851,RM,Organic,No,Deportes,Mobile,4,6,0,,9085,0,4.1,82,0
852,Biobío,Ads,Sí,Tecnología,Mobile,0,32,1,60442.0,58353,0,4.5,87,0
853,RM,Referral,Sí,Deportes,Mobile,16,29,0,,6709,0,,163,0
854,Araucanía,Ads,Sí,Moda,Desktop,3,57,1,37783.0,48091,0,3.8,37,1
855,RM,Organic,No,Tecnología,Mobile,18,11,1,56565.0,52136,1,3.6,37,0
856,RM,Organic,Sí,Hogar,Mobile,25,41,3,30178.0,87269,1,4.1,0,0
857,RM,Ads,No,Tecnología,Mobile,33,17,0,,0,0,4.4,82,0
858,Valparaíso,Organic,No,Moda,Mobile,20,10,1,25186.0,14326,0,3.7,1,1
859,Valparaíso,Email,No,Tecnología,Desktop,16,13,0,,14751,0,3.7,122,0
860,RM,Ads,No,Tecnología,Mobile,0,22,1,64839.0,90319,1,3.9,53,0
861,Biobío,Email,No,Deportes,Desktop,18,12,1,34339.0,36023,0,4.3,3,0
862,Valparaíso,Organic,No,Tecnología,Mobile,19,8,1,25446.0,22801,0,4.7,31,0
863,Valparaíso,Ads,No,Tecnología,Mobile,24,13,0,,13903,0,,59,0
864,RM,Organic,No,Hogar,Mobile,11,23,1,34537.0,39345,0,3.9,0,1
865,RM,Referral,Sí,Hogar,Mobile,14,17,0,,0,0,4.0,150,0
866,Valparaíso,Ads,No,Deportes,Desktop,3,19,1,35973.0,28947,0,4.6,42,0
867,RM,Organic,Sí,Hogar,Mobile,0,12,0,,6551,0,3.8,173,0
868,RM,Organic,No,Deportes,Desktop,7,20,1,41395.0,44460,0,4.2,65,0
869,Araucanía,Organic,Sí,Moda,Mobile,2,70,1,27532.0,36511,0,4.7,36,1
870,Los Lagos,Ads,No,Tecnología,Mobile,21,21,1,58448.0,179356,0,4.0,0,1
871,RM,Organic,No,Tecnología,Mobile,13,11,0,,0,0,,250,0
872,RM,Ads,No,Hogar,Mobile,13,27,1,28880.0,22691,0,4.3,0,1
873,Biobío,Organic,No,Hogar,Mobile,8,11,0,,0,0,4.1,66,0
874,RM,Ads,Sí,Deportes,Mobile,0,28,3,35999.0,109733,1,4.3,8,0
875,RM,Email,No,Moda,Desktop,33,37,3,28790.0,85383,0,4.3,36,1
876,RM,Email,No,Hogar,Mobile,8,16,0,,0,0,4.3,148,0
877,Biobío,Email,Sí,Tecnología,Mobile,14,29,3,54513.0,161050,0,4.4,6,1
878,Biobío,Organic,No,Tecnología,Mobile,3,17,0,,5392,0,4.3,91,0
879,RM,Organic,No,Moda,Mobile,28,28,1,19101.0,17654,0,4.6,23,0
880,RM,Ads,No,Hogar,Desktop,19,27,2,26977.0,48506,1,3.7,27,0
881,RM,Organic,No,Hogar,Mobile,10,14,0,,0,0,4.0,91,0
882,Biobío,Ads,No,Tecnología,Mobile,14,24,2,71550.0,135876,0,4.4,167,0
883,RM,Organic,No,Moda,Mobile,35,19,1,32127.0,40673,0,4.1,45,0
884,RM,Organic,Sí,Deportes,Mobile,17,19,1,33613.0,28267,0,3.8,9,0
885,Araucanía,Organic,No,Tecnología,Mobile,16,13,0,,14510,0,,52,0
886,RM,Email,No,Hogar,Mobile,9,18,1,32950.0,37987,0,3.9,18,0
887,Biobío,Organic,No,Belleza,Mobile,0,20,2,19098.0,31665,0,4.8,65,0
888,RM,Ads,Sí,Hogar,Mobile,16,26,0,,0,0,4.6,69,0
889,RM,Organic,Sí,Moda,Desktop,21,30,1,37349.0,20479,0,4.7,5,0
890,RM,Ads,No,Tecnología,Mobile,29,13,0,,0,0,,58,0
891,Biobío,Organic,Sí,Moda,Desktop,0,17,0,,15588,0,,70,0
892,Araucanía,Email,No,Tecnología,Mobile,7,6,1,72883.0,85948,0,4.0,14,0
893,Araucanía,Email,No,Belleza,Desktop,12,23,0,,12867,0,3.8,40,0
894,RM,Organic,No,Moda,Mobile,18,6,1,26392.0,31266,0,3.8,22,0
895,Biobío,Referral,No,Deportes,Mobile,17,20,1,35312.0,33888,0,4.8,10,0
896,RM,Referral,No,Moda,Mobile,17,13,0,,782,0,,89,0
897,RM,Email,Sí,Moda,Mobile,22,20,0,,4358,0,3.8,30,1
898,Araucanía,Email,No,Hogar,Mobile,9,14,2,39775.0,79420,0,4.4,0,1
899,RM,Organic,Sí,Deportes,Mobile,27,60,1,41514.0,35226,0,5.0,23,1
900,RM,Ads,No,Belleza,Mobile,22,17,0,,0,0,3.6,53,0
901,RM,Organic,No,Hogar,Mobile,15,9,0,,0,0,4.3,45,0
902,RM,Organic,No,Belleza,Mobile,34,43,1,24554.0,29312,0,3.7,12,1
903,RM,Referral,No,Moda,Desktop,34,7,0,,0,0,4.5,360,0
904,Valparaíso,Organic,No,Moda,Mobile,27,8,0,,4557,0,,102,0
905,RM,Ads,No,Hogar,Mobile,0,30,0,,0,0,4.1,145,0
906,Araucanía,Email,No,Tecnología,Mobile,34,21,1,54809.0,53479,1,4.1,7,1
907,Araucanía,Email,No,Tecnología,Mobile,26,13,1,75292.0,77492,1,3.5,18,0
908,RM,Referral,Sí,Tecnología,Mobile,38,14,0,,0,0,,127,0
909,RM,Organic,No,Hogar,Desktop,30,4,0,,5118,0,3.9,110,0
910,RM,Organic,No,Hogar,Mobile,34,38,1,40360.0,43941,0,4.7,33,0
911,Valparaíso,Organic,No,Hogar,Mobile,27,24,0,,0,0,,241,0
912,RM,Organic,Sí,Belleza,Mobile,31,41,0,,0,0,4.6,46,0
913,Valparaíso,Organic,Sí,Hogar,Mobile,38,34,1,25241.0,19951,0,4.2,29,0
914,RM,Organic,No,Hogar,Desktop,20,21,1,33580.0,27141,0,4.6,117,0
915,Valparaíso,Email,No,Tecnología,Desktop,2,11,0,,16777,0,4.6,175,0
916,RM,Ads,No,Tecnología,Mobile,15,10,0,,0,0,,78,0
917,RM,Organic,Sí,Deportes,Mobile,22,38,5,52342.0,270449,0,4.2,1,0
918,Los Lagos,Ads,No,Moda,Mobile,19,15,2,28320.0,57950,0,4.4,15,1
919,Biobío,Organic,No,Deportes,Mobile,6,9,1,28531.0,25688,0,4.3,11,0
920,RM,Organic,No,Tecnología,Mobile,2,11,0,,1553,0,4.1,78,0
921,Araucanía,Email,No,Moda,Mobile,11,32,0,,2037,0,,106,0
922,Valparaíso,Ads,Sí,Tecnología,Mobile,26,22,2,62762.0,111461,0,4.4,6,1
923,Araucanía,Email,No,Tecnología,Mobile,34,13,0,,0,0,3.7,65,0
924,Araucanía,Organic,No,Tecnología,Mobile,27,16,0,,51,0,4.3,110,0
925,RM,Email,No,Tecnología,Desktop,29,19,1,70661.0,68029,0,4.5,3,0
926,RM,Ads,Sí,Hogar,Mobile,17,20,0,,0,0,,95,0
927,RM,Ads,Sí,Tecnología,Desktop,1,22,2,49286.0,95916,0,4.1,0,0
928,Valparaíso,Ads,No,Belleza,Mobile,13,33,2,20473.0,53855,0,3.9,45,0
929,Biobío,Email,No,Hogar,Mobile,15,48,3,27800.0,87806,0,4.5,7,1
930,RM,Ads,Sí,Tecnología,Desktop,13,20,2,60944.0,113467,0,4.3,42,0
931,RM,Ads,No,Tecnología,Desktop,19,13,0,,7146,0,4.0,32,0
932,Araucanía,Referral,No,Moda,Mobile,22,10,1,24681.0,15824,0,4.3,7,0
933,Los Lagos,Email,No,Tecnología,Mobile,27,24,1,62827.0,64978,0,3.9,24,1
